527,525,524,522,519,519,518,516,515,514,513,513,513,513,512,512,512,512,512,512,512,511,501,493,483,476,470,462,455,449,444,440,435,431,429,425,423,422,421,418,419,418,421,406,391,376,361,348,353,359,365,371,377,386,401,416,431,441,446,452,457,464,470,477,484,493,501,511,520,530,541,552,563,576,587,600,612,626,637,631,626,620,616,611,606,601,595,590,585,582,577,572,568,564,560,556,553,549,546,552,567,582,597,612,627,642,657,672,687,702,717,732,747,762,777,792,807,822,837,852,856,859,863,865,870,872,876,879,882,886,889,893,895,900,904,906,911,913,908,895,883,870,858,846,832,817,802,787,772,757,742,727,712,697,682,667,652,637,622,607,592,577,562,547,532,517,502,487,472,457,442,427,412,397,382,367,352,337,323,308,293,278,264,249,234,219,210,206,202,200,195,193,189,185,183,179,177,172,171,167,164,161,159,154,153,149,147,143,142,138,136,134,131,129,125,124,121,119,116,113,112,109,107,106,103,101,99,96,95,93,90,89,88,85,84,94,108,121,134,148,162,176,191,206,221,236,251,266,281,296,311,326,341,356,371,386,401,416,431,446,461,476,491,506,521,536,551,566,581,596,611,626,641,656,671,685,700,714,729,741,756,770,784,789,793,794,796,799,800,803,805,807,810,812,813,817,818,821,824,826,829,831,835,835,821,806,791,776,761,746,731,716,701,686,671,656,641,626,611,596,581,566,551,536,527,527
474,459,444,429,414,399,384,369,354,339,324,309,294,279,264,249,234,219,204,189,174,159,170,184,199,214,229,244,259,274,289,304,319,334,349,364,379,394,409,424,439,454,469,473,477,477,476,481,496,511,526,541,556,569,569,574,574,582,597,612,627,642,657,672,687,702,717,732,747,762,776,791,805,820,833,847,861,876,878,863,848,833,818,803,788,773,758,743,728,713,698,683,668,653,638,623,608,593,578,565,559,558,559,559,560,560,561,562,563,564,564,564,565,565,567,568,568,569,569,573,588,603,618,633,648,663,678,693,708,723,738,753,768,783,798,813,828,843,857,871,884,898,912,926,938,943,943,943,945,945,946,947,947,948,948,948,949,950,951,952,953,953,953,954,954,955,956,957,957,958,958,959,959,961,960,962,962,958,948,938,928,917,908,897,887,877,864,849,834,819,804,789,774,759,744,729,714,699,684,669,654,639,624,609,594,579,564,549,534,519,504,489,474,459,444,429,414,399,384,369,354,339,324,309,294,279,264,249,234,219,204,189,174,159,144,129,116,103,92,79,66,54,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,55,67,78,91,103,115,126,139,150,163,178,193,208,223,238,253,268,283,298,313,328,343,358,373,388,403,418,433,448,463,478,484,483,484,483,485,485,485,485,485,485,486,486,486,486,486,487,487,487,486,481,474,474
